Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,,,,,,,,,,,,,,,,
2022-09-07,Meher Rizvi,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,IED,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041013",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,M. Newberry,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Main Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041014",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,A. Want,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041015",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,G. Jones-Ahrend,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041016",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,S. Kaidi,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041017",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,T. Kihara,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041018",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,J.V.F. Franco,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041019",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-07,R. Ratnam,Book Chapter,2023,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041020",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-01,Riaz Hussain,Book Chapter,2022,Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan,Main Author,PDCC,Published,"Hussain, R. & Shah, G. (2022).Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.50-69). Newsastle: Cambridge Scholars Publishing",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-09-01,Gohar Shah,Book Chapter,2022,Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan,Secondary Author,IED,Published,"Hussain, R. & Shah, G. (2022).Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.50-69). Newsastle: Cambridge Scholars Publishing",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-09-01,Stephen M. Lyon,Book Chapter,2022,"A Complex Educational Landscape: The Impossible Choices of
Private, Public and Language Options in Pakistan",Main Author,External,Published,"Lyon, S.M., & Ahsan, M A. (2022).A Complex Educational Landscape: The Impossible Choices of Private, Public and Language Options in Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.346-362). Newsastle: Cambridge Scholars Publishing",Education in the Arts and Humanities,,,,,,,,,,,,,,,,
2022-09-01,Mirat Al Fatima Ahsan,Book Chapter,2022,"A Complex Educational Landscape: The Impossible Choices of
Private, Public and Language Options in Pakistan",Secondary Author,IED,Published,"Lyon, S.M., & Ahsan, M A. (2022).A Complex Educational Landscape: The Impossible Choices of Private, Public and Language Options in Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.346-362). Newsastle: Cambridge Scholars Publishing",Education in the Arts and Humanities,,,,,,,,,,,,,,,,
2022-08-31,Meher Rizvi,Article,2022,Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell,Secondary Author,IED,Submitted for publication,"Ahmad, S., & Rizvi, M. (2022). Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell. Policy Reviews and Higher Education",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-08-31,Sohail Ahmad,Article,2022,Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell,Main Author,Alumni/Student,Submitted for publication,"Ahmad, S., & Rizvi, M. (2022). Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell. Policy Reviews and Higher Education",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-08-30,Sajid Ali,Article,2022,Professionalize or de-professionalize teachers: Some policy lessons from classroom practices,Secondary Author,IED,Submitted for publication,"Ahmed, A., & Ali, S. Professionalize or de-professionalize teachers: Some policy lessons from classroom practices. Education Inquiry (Under review).",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-08-30,Afaq Ahmed,Article,2022,Professionalize or de-professionalize teachers: Some policy lessons from classroom practices,Main Author,Alumni/Student,Submitted for publication,"Ahmed, A., & Ali, S. Professionalize or de-professionalize teachers: Some policy lessons from classroom practices. Education Inquiry (Under review).",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-08-12,Sharifullah Baig,Article,2022,The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,Main Author,PDCN,Published,"Baig, Sharifullah and Funer, Khush (2022) ""The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,"" The Journal of Values-Based Leadership: Vol. 15 : Iss. 2 , Article 17.",ECED,,,,,,,,,,,,,,,,
2022-08-12,Khush Funer,Article,2022,The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,Secondary Author,PDCN,Published,"Baig, Sharifullah and Funer, Khush (2022) ""The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,"" The Journal of Values-Based Leadership: Vol. 15 : Iss. 2 , Article 17.",ECED,,,,,,,,,,,,,,,,
2022-07-01,Azra Naseem,Article,2022,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Main Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-07-01,Razia Fakir Mohammad,Article,2022,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,External,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-07-01,Tasneem Anwar,Article,2022,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-07-01,Sohail Ahmad,Article,2022,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,Alumni/Student,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-07-01,Mirat Al Fatima Ahsan,Article,2022,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-07-01,Sohail Ahmad,Article,2022,The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan,Main Author,Alumni/Student,Published,"Ahmad, S., & Ahmed, A. (2022). The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan.Quality Assurance in Education",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-07-01,Afaq Ahmed,Article,2022,The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan,Secondary Author,Alumni/Student,Published,"Ahmad, S., & Ahmed, A. (2022). The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan.Quality Assurance in Education",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2023-05-03,Sajid Ali,Article,2023,Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan,Main Author,IED,Published,"Ali, S., & Ahmed., A. (2023). Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan. Policy Futures in Education, 0(0), 1-18, https://doi.org/10.1177/14782103231172662",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2023-05-03,Afaq Ahmed,Article,2023,Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan,Secondary Author,Alumni/Student,Published,"Ali, S., & Ahmed., A. (2023). Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan. Policy Futures in Education, 0(0), 1-18, https://doi.org/10.1177/14782103231172663",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-06-30,Sajid Ali,Book Chapter,2022,How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan,Main Author,IED,Accepted,"Ali, S. Ahmed, A., & Ahmad, S. (2022). How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan. Sage Publication",,,,,,,,,,,,,,,,,
2022-06-30,Afaq Ahmed,Book Chapter,2022,How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan,Secondary Author,Alumni/Student,Accepted,"Ali, S. Ahmed, A., & Ahmad, S. (2022). How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan. Sage Publication",,,,,,,,,,,,,,,,,
